Participant_ID,Course,Term_pre,Year_pre,Year_write_pre,Major_pre,Languages_pre,Born_US_pre,Age_move_US_pre,1st_gen_pre,1st_gen_write_pre,financial_aid_pre,financial_aid_write_pre,ethnicity_pre,Used_AI,Frequency_use_AI,Uses_of_AI_pre,Uses_of_AI_write_pre,Why_use_AI,Understand_limitations_pre,Valuable_part_process,Plagiarism,Drafts,Focus_drafts_pre,Focus_drafts_write,Feedback_feel_pre,Feedback_importance_pre,Preferred_feedback_pre,Preferred_feedback_write_pre,Advantages_AI_pre,Disadvantages_AI_pre,Year_post,Year_write_post,Major_post,Languages_post,Born_US_post,Age_move_US_post,Language_write_in,Language_write_in_other,1st_gen_post,1st_gen_write_post,financial_aid_post,financial_aid_write_post,ethnicity_post,Used_AI_post,Focus_drafts_post,Feedback_feel_post,Preferred_feedback_post,Preferred_feedback_write_post,peer_motivate_revise_post,AI_motivate_revise_post
P289,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th year,NA,Biological Sciences,English: Advanced,Yes,NA,English,NA,No,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",No impact on confidence,AI and peer feedback used together,NA,Somewhat agree,Somewhat agree
P293,PLA,spring_24,1st year,NA,Sociology / undeclared,"Spanish: advanced, English: advanced",Yes,NA,Yes,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I would use it for grammer and feedback,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,Less confident about my writing,Strongly agree,Both AI and peer feedback,NA,I would say feedback is a major benefit,"Their is no disadvantage, its more the purpose that the individual uses it for",1st year,NA,Letters and Sciences/undeclared,Spanish- Advanced  English- Advanced French-beginner,Yes,NA,Other,Spanish,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",Less confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P295,FYW,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,NA,Cinema and Digital Media,English and Spanish (advanced in both),Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,No,NA,Less confident about my writing,AI and peer feedback used together,NA,Neither agree nor disagree,Somewhat disagree
P296,HSW,spring_24,2nd year,NA,Biochemistry and Molecular Biology,English: Advanced,No,3,No,NA,No,NA,Asian/Pacific Islander,Yes,2 = infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I use it mainly to generate ideas or different directions about the topic I am writing about.,Strongly agree,Somewhat agree,Neither agree nor disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Strongly agree,Both AI and peer feedback,NA,ChatGPT is good at understanding nuance in writing and gives more cohesive feedback regarding sentence structure and paragraph layout.,ChatGPT can give feedback that is too advanced for what I am looking for.,2nd year,NA,Biochemistry and Molecular Biology,English: Advanced,No,2,English,NA,No,NA,No,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,Peer feedback,NA,Strongly agree,Somewhat disagree
P297,DSW,spring_24,1st year,NA,Science and Technology Studies,"English: advanced, Hindi; advanced, French: beginner, Spanish: intermediate",No,18,No,NA,No,NA,Asian/Pacific Islander,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,NA,Somewhat agree,Somewhat agree,Strongly disagree,Yes,"Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Strongly agree,Peer feedback,NA,"I think AI has access to such large amounts of information and data including what makes writing good/bad, what other people have written in response to similar prompts - overall, it is an incredibly helpful resource if used properly.",I think the largest issue is that AI spits out information and doesn't actually have its own cognition and ideation which makes it unable to write or understand genuine stories / emotions etc.,1st year,NA,Science and Technology Studies,"English: advanced, Hindi: intermediate, Spanish: beginner, French: beginner",No,18,English,NA,No,NA,No,NA,Asian/Pacific Islander,No,NA,More confident about my writing,Peer feedback,NA,Strongly agree,Strongly agree
P304,PLA,spring_24,4th year,NA,Civil Engineering,"English: advanced, Spanish: advanced",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,2 = infrequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,AI is a good way to catch grammatical errors in writing.,Strongly agree,Neither agree nor disagree,Somewhat agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Somewhat agree,Both AI and peer feedback,NA,AI can help correct errors that make text flow better.,"AI can completely rewrite what someone wrote, in turn making it a completely different work.",4th year,NA,Civil Engineering,"English: advanced, Spanish: advanced",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,No,NA,More confident about my writing,Peer feedback,NA,Somewhat agree,Somewhat agree
P309,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4th year,NA,Community & Regional Development Major; Geographic Studies Minor,English: Advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,Peer feedback,NA,Somewhat agree,Somewhat agree
P311,FYW,spring_24,3rd year,NA,"Political Science major, Psychology Minor",English,Yes,NA,No,NA,No,NA,Asian/Pacific Islander,Yes,2 = infrequently,Feedback (ask AI to provide comments on your work),NA,I would use it to create sample questions that someone may have in writing my writing. It can tell me what areas I am incomplete in.,Strongly agree,Neither agree nor disagree,Somewhat agree,Yes,"Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Strongly agree,AI feedback,NA,It gives you a range of possibilities of perspectives that allows you to understand where your writing can use some work.,"People may rely on it, and it may give out false feedback or criticism that can be to your disadvantage.",3rd year,NA,Political science/ Psychology and Professional writing,English,Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,No,NA,More confident about my writing,AI and peer feedback used together,NA,Neither agree nor disagree,Somewhat agree
P313,HSW,spring_24,3rd year,NA,Microbiology,"English advance, Vietnamese intermediate, Cantonese intermediate",Yes,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,No,1 = never,I do not use AI Writing Tools,NA,NA,Somewhat agree,Somewhat agree,Neither agree nor disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,Less confident about my writing,Strongly agree,Both AI and peer feedback,NA,I’m not sure because I’ve never used it.,No sure because I never used it.,3rd year,NA,Microbiology,"English-advanced, Cantonese-intermediate, Vietnamese-intermediate, mandarin-beginner",Yes,NA,English,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",No impact on confidence,AI and peer feedback used together,NA,Somewhat agree,Somewhat agree
P315,FYW,spring_24,2nd year,NA,Animal Science,"English: advanced , Spanish: advanced",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,4 = frequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,"I use grammar which is “considered”
AI, but I only use it when it highlights a word I’ve misspelled and it gives me a correction.",Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Strongly agree,Peer feedback,NA,It changes the tiniest grammar mistakes I completely miss,Using AI for writing would just be alarming and in risk of violating code of conduct so you just have to be very careful,2nd year,NA,animal science,"English: advanced , spanish: advanced",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",Less confident about my writing,AI and peer feedback used together,NA,Neither agree nor disagree,Neither agree nor disagree
P316,PLA,spring_24,4th year,NA,"Psychology Major, Asian American Studies Minor","English: advanced, Spanish: beginner, Cantonese: Intermediate",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,Yes,2 = infrequently,Other,topic idea generation,Practiced using AI to generate topic ideas,Strongly agree,Somewhat agree,Somewhat agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Strongly agree,Peer feedback,NA,grammar and spelling check,"incorrect information, altering words, plagiarism",4th year,NA,Psychology,"English: advanced, Spanish: intermediate, Cantonese: Intermediate",Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,No,NA,No impact on confidence,Peer feedback,NA,Neither agree nor disagree,Neither agree nor disagree
P317,HSW,spring_24,4th year,NA,Human Development and Minor in Public Health,English: advanced,Yes,NA,No,NA,No,NA,White/Caucasian,No,3 = neither frequently nor infrequently,I do not use AI Writing Tools,NA,NA,Strongly agree,Neither agree nor disagree,Somewhat disagree,No,NA,NA,Unsure,Neither agree nor disagree,AI feedback,NA,Clear examples backed by internet sources,Sources are not always reliable and overuse defeats the entire purpose of the assignment,4th year,NA,Human Development,English: advanced,Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,Yes,"Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",Less confident about my writing,AI and peer feedback used together,NA,Strongly agree,Strongly agree
P319,PLA,spring_24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1st year,NA,Cinema and Digital Media,English: Advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",No,NA,No impact on confidence,Peer feedback,NA,Somewhat disagree,Strongly disagree
P320,HSW,spring_24,2nd year,NA,Biochemistry and Molecular Biology with a minor in political science,"English: Advanced, Spanish: Advanced",Yes,NA,Yes,NA,Yes,NA,Other,Yes,2 = infrequently,Other,used them to help me solve calculus and statistics problems dealing with probability.,NA,Strongly disagree,Somewhat agree,Strongly agree,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,Strongly agree,Other,Professor or TA feedback,proofreading or getting suggestion on the flow of the paper,if the writing is too long AI might not be able to give proper feedback. AI could also write the paper and someone can submit it as their work instead.,2nd year,NA,Biochemistry and Molecular Biology,"English: advanced, Spanish: advanced",Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",More confident about my writing,AI and peer feedback used together,NA,Strongly agree,Neither agree nor disagree
P322,DSW,spring_24,3rd year,NA,psychology/design,Mandarin?advanced English: intermediate,No,19,No,NA,No,NA,International,Yes,2 = infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I want to use AI to give me some feedback and help me to revise my writing.,Somewhat agree,Somewhat agree,Strongly agree,Yes,"Editing for grammar and word choice,Checking citations,Improving organization, flow, transitions",NA,Less confident about my writing,Neither agree nor disagree,Peer feedback,NA,it can correct my grammer,sometimes it will cause plagiarism,3rd year,NA,psycholog/design,"English intermediate, Mandarin  advanced",No,19,Other,Mandarin,No,NA,No,NA,Asian/Pacific Islander,Yes,"Proofreading for punctuation, spelling, typos,Checking citations",More confident about my writing,Peer feedback,NA,Somewhat agree,Somewhat agree
P326,BSW,spring_24,3rd year,NA,"Neurobiology, Physiology, and Behavior",English: advanced,Yes,NA,No,NA,Yes,NA,African-American/Black,Yes,1 = never,I do not use AI Writing Tools,NA,NA,Somewhat agree,Neither agree nor disagree,Strongly agree,Yes,"Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,Somewhat agree,Peer feedback,NA,"It can give new ideas quickly, don't need to reach out to another person for the idea","I feel like there are many things that an AI could get wrong, or misunderstand. If using it for new ideas, the AI may not know the context of the rest of the writing.",3rd year,NA,NA,English - fluent,Yes,NA,English,NA,No,NA,Yes,NA,African-American/Black,No,NA,Unsure,Peer feedback,NA,Somewhat agree,Neither agree nor disagree
P330,PLA,spring_24,2nd year,NA,plant science,English intermediate,No,18,No,NA,No,NA,Asian/Pacific Islander,Yes,2 = infrequently,Feedback (ask AI to provide comments on your work),NA,How about I ask him to write a little feedback on my work and then I can revise it,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,No,NA,NA,Unsure,Neither agree nor disagree,Both AI and peer feedback,NA,nah,nah,2nd year,NA,plant science,Mandarin advanced English: intermediate,No,19,Other,chinese,No,NA,No,NA,International,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions",No impact on confidence,AI and peer feedback used together,NA,Somewhat agree,Somewhat agree
