Participant_ID,Multilingualism,Language_immigration_background,age_arrival_US,MIGS,Course_pre,Term_pre,Year_pre,Year_write_pre,Major_pre,Languages_pre,Born_US_pre,Age_move_US_pre,1st_gen_pre,1st_gen_write_pre,financial_aid_pre,financial_aid_write_pre,ethnicity_pre,ethnicity_write_pre,confident_write_academic_paper_pre,confident_write_clearly_pre,good_grades_pre,generating_ideas_easy_pre,strategies_difficulties_pre,persistence_pre,task_on_time_pre,SE_pre,Used_AI_pre,Frequence_use_AI,Uses_of_AI,Uses_of_AI_write,Why_use_AI,Understand_limitations_pre,AI_Valuable_part_process_pre,AI_Plagiarism_pre,Drafts_pre,Focus_drafts_pre,Focus_drafts_write_pre,Feedback_feel_pre,Feedback_importance_pre,TA_feedback_clarity_helpful_pre,Peer_feedback_clarity_helpful_pre,Preferred_feedback_pre,Preferred_feedback_write_pre,Advantages_AI_pre,Disadvantages_AI_pre,Term_post,Time_post,Year_post,Year_write_post,Major_post,Course_post,Languages_post,Born_US_post,Age_move_US_post,Language_write_in_post,Language_write_in_other_post,1st_gen_post,1st_gen_write_post,financial_aid_post,financial_aid_write_post,ethnicity_post,ethnicity_write_post,confident_write_academic_paper_post,confident_write_clearly_post,good_grades_post,generating_ideas_easy_post,strategies_difficulties_post,persistence_post,task_on_time_post,SE_post,Drafts_post,Focus_drafts_post,Focus_drafts_write_post,Feedback_feel_post,Feedback_importance_post,TA_feedback_clarity_helpful_post,Peer_feedback_clarity_helpful_post,Uses_of_AI_course_post,Uses_of_AI_course_write_post,Why_use_AI_course_post,AI_helpful_open_ended_post,Continue_conversation_post,Continue_conversation_write_post,Frequency_AI_use_post,Understand_limitations_post,ChatGPT_feedback_useful_post,ChatGPT_feedback_accurate_post,ChatGPT_feedback_implement_post,ChatGPT_feedback_continue_post,AI_Valuable_part_process_post,AI_Plagiarism_post,peer_feedback_useful_post,peer_feedback_accurate_post,peer_feedback_implement_post,peer_feedback_continue_post,peer_Valuable_part_process_post,peer_Plagiarism_post,peer_motivate_revise_post,AI_motivate_revise_post,AI_and_peer_feedback_post,Preferred_feedback_post,Preferred_feedback_write_post,Advantages_AI_post,Disadvantages_AI_post
P510,monolingual,monolingual,birth,other,UWP 104A: Business Writing,spring_24,3rd year,NA,Computer Science,English: advanced,Yes,NA,Yes,NA,Yes,NA,White/Caucasian,NA,1,1,1,1,1,1,1,1,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar),Other",Summarizing information,I use it to help tell me what is wrong with my writing and how I can better word or structure my statements,2,NA,0,No,NA,NA,Unsure,1,1,0,Both AI and peer feedback,NA,It helps provide somewhat consistent feedback that is based on semi-reliable data,Sometimes ChatGpt can be unreliable and inconsistent,spring_24,post,3rd year,NA,Computer science,UWP 104A: Business Writing,English advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,White/Caucasian,NA,1,2,1,0,2,0,2,1.14285714,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,2,Feedback (asked AI to provide comments on your work),NA,I used it to provide feedback on my assignments.,Sometimes it catches things peers don√ït get and it provides additional assistance not based on the criteria.,No,NA,,2,0,1,-1,1,1,0,2,2,2,2,2,-2,2,0,1,Peer feedback,NA,It√ïs sometimes useful and accurate but many times it doesn√ït actually analyze it as much as peers and can sometimes be inaccurate,Sometimes it gives feedback in the wrong areas and can miss something important.
P516,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 104A: Business Writing,spring_24,3rd year,NA,Design and Psychology double major,"English: advanced, Spanish: intermediate",Yes,NA,No,NA,No,NA,White/Caucasian,NA,1,1,2,1,2,2,2,1.57142857,Yes,4 = frequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I will input what I have written into an llm and ask it to make edits and tell me exactly what edits it is making and why.,2,2,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,2,2,1,Both AI and peer feedback,NA,It will ensure proper grammar and spelling because it is formulaic.,AI should not be generating writing for you from scratch.,spring_24,post,3rd year,NA,Design and Psychology,UWP 104A: Business Writing,"English, Beginner/Intermediate Spanish",Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,NA,2,2,2,2,2,2,2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,2,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,I used it to get Peer Feedback for the study.,I foound it helpful for identifying weak sentences and grammar issues.,No,NA,,2,1,1,-1,1,1,0,1,1,1,1,2,-2,2,2,2,AI and peer feedback used together,NA,"It is not biased in the same way my peers are to ""being nice"".",I do not trust its feedback completely. It does not grasp the intricacies of the assignment without me stating all of them in extensive detail.
P517,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 7: Practices in College Reading & Writing,spring_24,1st year,NA,Global Disease Biology,English: advanced Spanish: Intermediate-Advanced Russian: Beginner-Intermediate,Yes,NA,Yes,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",NA,2,2,2,1,1,2,2,1.71428571,Yes,1 = never,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,"When writing, I like to use AI to look over my writing. Since AI is advanced, it helps me to see if my paper has any spelling or grammar errors.",1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions",NA,Less confident about my writing,2,2,0,Both AI and peer feedback,NA,"I feel that AI can help me to identify any grammar, spelling, or punctuation issues in my writing.",Sometimes AI is not always right. Let's say that one day I decide to use it to help me with my paper; it could make it worse!,spring_24,post,1st year,NA,Global Disease Biology,UWP 7: Practices in College Reading & Writing,English: advanced Spanish: intermediate Russian: beginner,Yes,NA,English,NA,Yes,NA,Yes,NA,"Hispanic/Latinx/Chicanx,White/Caucasian",NA,2,2,2,1,1,1,2,1.57142857,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,No impact on confidence,2,1,0,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,"When I used AI for my writing, I used it to correct my grammar, as well as tell me what I should revise and what it's opinion was.","I found it helpful when I told it to act as a peer reviewer. I really like all of the feedback that it gives, and the format in which it gives it.",No,NA,,1,1,1,0,-1,1,0,0,-1,1,0,0,-2,1,1,0,AI and peer feedback used together,NA,"It gives me many different things that I am able to revise in the paper, as it can scan everything very thouroughly.",I think that there is always a chance that it can miss information.
P526,monolingual,monolingual,birth,other,UWP 12: Writing & Visual Rhetoric,spring_24,4th year,NA,Psychology and design,English: intermediate,Yes,NA,No,NA,No,NA,"Asian/Pacific Islander,White/Caucasian",NA,1,0,1,1,0,2,2,1,Yes,2 = infrequently,Editing for Grammar/Clarity (ask AI to edit for grammar),NA,My grammar is very bad,-2,-2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",NA,Less confident about my writing,2,2,1,AI feedback,NA,check for grammar errors,not accurately assessing writing,spring_24,post,4th year,NA,Psychology and Design,UWP 12: Writing & Visual Rhetoric,"English, advanced",Yes,NA,English,NA,No,NA,No,NA,"Asian/Pacific Islander,White/Caucasian",NA,1,1,2,1,1,2,2,1.42857143,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions,Strengthening Argument",NA,Less confident about my writing,2,2,2,Editing for Grammar/Clarity (asked AI to edit for grammar),NA,My grammar is not good,NA,No,NA,,2,1,1,-2,-2,1,2,2,2,2,2,2,-2,2,2,2,Peer feedback,NA,NA,NA
P529,multilingual,gen_1_5,childhood,other,UWP 12: Writing & Visual Rhetoric,spring_24,2nd year,NA,Material Science and Engineering,"Korean (advanced), Japanese (intermediate), English (advanced), Spanish (beginner)",No,3,No,NA,Yes,NA,Asian/Pacific Islander,NA,1,1,0,1,1,1,1,0.85714286,Yes,3 = neither frequently nor infrequently,Other,"Summarize hard poems, or stories",N/A,0,0,-1,No,NA,NA,Less confident about my writing,0,1,1,Peer feedback,NA,"Fix grammar mistakes, and better advice for structuring essays",Write too much of my essay or doesn't cooperate with my ideas,spring_24,post,2nd year,NA,Material Science and Engineering,UWP 12: Writing & Visual Rhetoric,Intermediate,No,7,"English,Other",Korean,No,NA,Yes,NA,Asian/Pacific Islander,NA,1,1,1,1,1,1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions",NA,More confident about my writing,1,1,1,"Writing a portion of the paper,Revising (asked AI to rewrite your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,I didnt use AI,I did not use AI,No,NA,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,AI and peer feedback used together,NA,Can generate topics fast,People can become lazy and just copy and paste
P530,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,4th year,NA,Statistics,"English: advanced, Spanish: intermediate",Yes,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,1,1,0,0,1,2,2,1,No,1 = never,"I do not use AI Writing Tools,Other",i use chatGPT for coding,NA,1,0,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,1,0,Peer feedback,NA,There is probably less bias from AI feedback than from peer feedback.,"May become over-reliant on it, AI feedback may not be as ""human"" sounding (writing may sound too technical / robotic)",spring_24,post,4th year,NA,Statistics,PLS: Just Coffee,English: advanced. Spanish: advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,Hispanic/Latinx/Chicanx,NA,1,1,2,1,1,2,2,1.42857143,No,NA,NA,More confident about my writing,2,2,-1,Feedback (asked AI to provide comments on your work),NA,It was part if my assignment to use AI to get feedback on my assignments.,I found it helpful that the AI gave specific suggestions for each poor point in my writing. They also explain my strengths in great detail.,No,NA,,2,2,1,1,0,1,0,-1,0,-1,0,1,-2,-1,1,1,AI feedback,NA,The AI can very quickly analyze my paper snd compare it to the rubric and prompt. It specifically notes which areas of the prompt I need help with based on the rubric.,I dont have many concerns bc its up to me if the AI will get to use my writing for future training and its up to me to decide which parts of the feedback are applicable or not.
P535,multilingual,multilingual_LOTE_HLFL,birth,other,PLS: Just Coffee,spring_24,4th year,NA,Psychological and Brain Sciences,"English: advanced, Persian: intermediate",Yes,NA,No,NA,No,NA,Other,Middle Eastern,2,2,2,1,2,1,2,1.71428571,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Writing (ask AI to write paragraphs),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,I use AI to help me find alternate wording for specific words to assist in paraphrasing or to assist in editing my writing for clarity and flow. I also use AI to explain topics to me to guide my writing.,2,2,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,No impact on confidence,2,1,-1,AI feedback,NA,"Helps edit for clarity, directs me to areas of my writing that need attention",It isn't always thorough,spring_24,post,4th year,NA,psychology,PLS: Just Coffee,"english: advanced, farsi: intermediate",Yes,NA,English,NA,No,NA,No,NA,Other,NA,2,2,2,1,2,2,2,1.85714286,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions",NA,Less confident about my writing,1,1,-2,I did not use AI Writing Tools,NA,NA,n/a,No,NA,,2,-1,1,-2,1,2,-2,-1,0,0,-2,1,-2,0,0,0,AI feedback,NA,NA,NA
P540,monolingual,monolingual,birth,other,PLS: Just Coffee,spring_24,4th year,NA,Computer Science,English: Advanced,Yes,NA,Yes,NA,Yes,NA,Asian/Pacific Islander,NA,1,1,2,1,1,2,1,1.28571429,No,1 = never,I do not use AI Writing Tools,NA,NA,1,2,2,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving use of evidence,Improving organization, flow, transitions",NA,More confident about my writing,2,2,1,Peer feedback,NA,It would probably help generate ideas or be able to look at the flow of my writing to see if it could use some improvements.,It could inaccurately access or use information for me to use for assignments.,spring_24,post,4th year,NA,Computer Science,PLS: Just Coffee,English: Advanced,Yes,NA,English,NA,Yes,NA,Yes,NA,"Asian/Pacific Islander,White/Caucasian",NA,1,1,2,0,1,2,2,1.28571429,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Strengthening Argument",NA,More confident about my writing,2,2,1,I did not use AI Writing Tools,NA,NA,"Based on the assignments we had to do using AI Feedback, it helps with suggestions on how you write it and other analysis",No,NA,,2,1,1,1,0,1,0,2,1,1,2,2,-2,2,1,0,Peer feedback,NA,NA,NA
P542,monolingual,monolingual,birth,other,PLS: Just Coffee,spring_24,1st year,NA,Political Science,English: advanced,Yes,NA,No,NA,No,NA,White/Caucasian,NA,1,1,1,-1,-1,0,1,0.28571429,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,Sometimes I don't have an idea and I use AI to help me come up with a general idea of a topic.,0,0,-1,Yes,"Editing for grammar and word choice,Improving use of evidence,Improving organization, flow, transitions",NA,More confident about my writing,2,2,2,Peer feedback,NA,You can get a general idea from it for what you can improve on,It may sound a little like a robot and may not make sense sometimes,spring_24,post,1st year,NA,Political Science,PLS: Just Coffee,English advanced,Yes,NA,English,NA,No,NA,No,NA,White/Caucasian,NA,1,1,1,1,1,1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,2,"Feedback (asked AI to provide comments on your work),Editing for Grammar/Clarity (asked AI to edit for grammar)",NA,"In an assignment, we were asked to use it to receive feedback on our papers.",It gave really good and helpful in-depth feedback on our paper.,No,NA,,2,1,1,0,0,0,-1,2,2,2,2,2,-2,2,1,1,AI and peer feedback used together,NA,Gives really good feedback,Its very robotic and if you use it in the wrong way and get caught you can get in big toruble
P543,monolingual,monolingual,birth,other,PLS: Just Coffee,spring_24,2nd year,NA,Communications,English: Advanced,Yes,NA,No,NA,Yes,NA,"American Indian/Alaskan Native,Asian/Pacific Islander",NA,2,2,1,1,0,1,2,1.28571429,No,1 = never,I do not use AI Writing Tools,NA,NA,0,0,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving organization, flow, transitions",NA,More confident about my writing,2,2,2,Peer feedback,NA,I think it may help you get started if you are stuck on where to start,I think it lower your advantage of learning from mistakes.,spring_24,post,2nd year,NA,Communications,PLS: Just Coffee,English: Advanced,Yes,NA,English,NA,No,NA,Yes,NA,"American Indian/Alaskan Native,Asian/Pacific Islander",NA,1,1,0,-1,1,1,1,0.57142857,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Improving organization, flow, transitions",NA,More confident about my writing,2,2,2,Feedback (asked AI to provide comments on your work),NA,Feedback for assignments,I found it helpful in pointed out things that I would not have noticed.,No,NA,,2,2,0,0,0,1,-2,2,-2,1,1,2,-2,2,2,0,AI and peer feedback used together,NA,It helps me see things that I would not notice,Sometimes AI can make mistakes
P545,multilingual,multilingual_LOTE_HLFL,birth,other,UWP 104A: Business Writing,spring_24,3rd year,NA,Data Science,"English: advanced, Tamil: beginner",Yes,NA,No,NA,No,NA,Asian/Pacific Islander,NA,1,1,1,0,0,0,0,0.42857143,Yes,3 = neither frequently nor infrequently,"Feedback (ask AI to provide comments on your work),Revising (ask AI to revise your work),Editing for Grammar/Clarity (ask AI to edit for grammar)",NA,It is another perspective to help me with my writing.,1,1,0,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,More confident about my writing,2,2,2,Both AI and peer feedback,NA,"Good for checking grammar and punctuation. Also, good for seeing if the flow of my writing is proper.",ChatGPT may not be incredibly reliable. It also may not be able to understand the prompt or what you need most accurately.,spring_24,post,3rd year,NA,Data Science,UWP 104A: Business Writing,"English: advanced, Tamil: beginner",Yes,NA,English,NA,No,NA,No,NA,Asian/Pacific Islander,NA,1,1,1,1,1,1,1,1,Yes,"Editing for grammar and word choice,Proofreading for punctuation, spelling, typos,Checking citations,Improving use of evidence,Improving organization, flow, transitions,Strengthening Argument",NA,No impact on confidence,2,2,2,Feedback (asked AI to provide comments on your work),NA,Used it for feedback for each assignment,"I found some of the suggestions helpful, but not all of them",No,NA,,1,0,0,0,1,1,-1,2,2,2,2,2,-2,2,1,1,Peer feedback,NA,It pointed out some crucial mistakes that I made so I could revise it.,ChatGPT did not understand the prompt every time so it was not accurate every time.
